;;;;;;;;;;x
ABU_conservative;Sheikhs Council;x
ABU_conservative_2;Trucial Sheiks;x
AUS_conservative_2;Kolovrat's Faction;Faction de Kolovrat;Kolovrat-Fraktion;;Facción de Kolovrat;;;;;;;;;x;;;;
AUS_reactionary;Neo-absolutists;Néo-absolutistes;Neo-Absolutisten;;Neoabsolutistas;;;;;;;;;x;;;;
AUS_socialist;Radicals;Radicaux;Radikale;;Radicales;;;;;;;;;x;;;;
AUS_liberal;Federalists;Fédéralistes;Föderalisten;;Federalistas;;;;;;;;;x;;;;
AUS_conservative_3;Bach's Faction;Faction de Bach;Bach's Faction;;Facción de Bach;;;;;;;;;x;;;;
AUS_conservative_4;The Iron Ring;Iron Ring;The Iron Ring;;El Anillo de Hierro;;;;;;;;;x;;;;
AUS_socialist_2;Socialists;Socialistes;Socialists;;Socialistas;;;;;;;;;x;;;;
AUS_reactionary_2;German Radicals;Radicaux allemands;German Radicals;;Radicales alemanes;;;;;;;;;x;;;;
AUS_conservative_5;Conservatives;Conservateurs;Conservatives;;Conservadores;;;;;;;;;x;;;;
AUS_liberal_2;Federalist Great Proprietors;Grands propriétaires fédéralistes;Federalist Great Proprietors;;Grandes Propietarios Federalistas;;;;;;;;;x;;;;
AUS_communist;Communists;Communistes;Communists;;Comunistas;;;;;;;;;x;;;;
AUS_socialist_3;Social Democratic Party;Parti social-démocrate;Social Democratic Party;;Partido Socialdemócrata;;;;;;;;;x;;;;
AUS_anarcho_liberal;Radical Party;Parti radical;Radical Party;;Partido Radical;;;;;;;;;x;;;;
AUS_fascist;DNSAP;DNSAP;DNSAP;;DNSAP;;;;;;;;;x;;;;
AWA_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;
AWA_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;
AWA_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;
AWA_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;
AWA_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;
AWA_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
AWA_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;
BAD_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;x;;;;
BAD_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;x;;;;
BAD_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;x;;;;
BAD_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;x;;;;
BAD_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;x;;;;
BAD_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;x;;;;
BAD_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;x;;;;
BAD_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;x;;;;
BAD_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;x;;;;
BAD_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;x;;;;
BAD_anarcho_liberal;Radikale Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Arbeiterpartei;;;;;;;;;x;;;;
BAD_communist;Kommunistische Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;Communist Arbeiterpartei;;;;;;;;;x;;;;
BAL_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;
BAL_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;
BAL_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;
BAL_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;
BAL_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;
BAL_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
BAL_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;
BAS_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;
BAS_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;
BAS_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;
BAS_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;
BAS_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;
BAS_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
BAS_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;
BAY_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;x;;;;
BAY_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;x;;;;
BAY_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;x;;;;
BAY_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;x;;;;
BAY_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;x;;;;
BAY_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;x;;;;
BAY_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;x;;;;
BAY_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;x;;;;
BAY_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;x;;;;
BAY_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;x;;;;
BAY_anarcho_liberal;Radikale Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Abeiterpartei;;;;;;;;;x;;;;
BAY_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
BEL_liberal;Liberale Partij;Liberale Partij;Liberale Partij;;Liberale Partij;;;;;;;;;x;;;;
BEL_conservative;Katholieke Partij;Katholieke Partij;Katholieke Partij;;Katholieke Partij;;;;;;;;;x;;;;
BEL_socialist;Belgische Werklieden Partij;Belgische Werklieden Partij;Belgische Werklieden Partij;;Belgische Werklieden Partij;;;;;;;;;x;;;;
BEL_conservative_2;Christene Volkspartij;Christene Volkspartij;Christene Volkspartij;;Christene Volkspartij;;;;;;;;;x;;;;
BEL_conservative_3;Meeting Partij;Meeting Partij;Meeting Partij;;Meeting Partij;;;;;;;;;x;;;;
BEL_reactionary;Nationalist Partij;Partij nationaliste;Nationalist Partij;;Nationalist Partij;;;;;;;;;x;;;;
BEL_anarcho_liberal;Radical Partij;Partij radical;Radical Partij;;Radical Partij;;;;;;;;;x;;;;
BEL_communist;Communist Partij;Partij communiste;Communist Partij;;Communist Partji;;;;;;;;;x;;;;
BEL_fascist;Fascist Partij;Partij fasciste;Fascist Partij;;Fascist Partji;;;;;;;;;x;;;;
BER_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;
BER_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;
BER_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;
BER_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;
BER_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;
BER_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
BER_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;
BHO_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;
BHO_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;
BHO_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;
BHO_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;
BHO_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;
BHO_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
BHO_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;
BHU_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;
BHU_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;
BHU_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;
BHU_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;
BHU_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;
BHU_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
BHU_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;
BIK_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;
BIK_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;
BIK_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;
BIK_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;
BIK_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;
BIK_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
BIK_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;
BOH_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;
BOH_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;
BOH_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;
BOH_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;
BOH_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;
BOH_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
BOH_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;
BOL_conservative;Partido Conservador;Partido conservateur;Partido Conservador;;Partido Conservador;;;;;;;;;x;;;;
BOL_liberal;Partido Liberal;Partido libéral;Partido Liberal;;Partido Liberal;;;;;;;;;x;;;;
BOL_liberal_2;Partido Populista;Partido populaire;Partido Populista;;Partido Populista;;;;;;;;;x;;;;
BOL_reactionary;Partido Nacionalista;Partido nationaliste;Partido Nationalist;;Partido Nacionalista;;;;;;;;;x;;;;
BOL_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;Partido Radical;;;;;;;;;x;;;;
BOL_socialist;Partido Socialista;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
BOL_communist;Partido Comunista;Partido communiste;Partido Communist;;Partido Comunista;;;;;;;;;x;;;;
BOL_fascist;Partido Fascista;Partido fasciste;Partido Fascist;;Partido Fascista;;;;;;;;;x;;;;
BOS_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;
BOS_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;
BOS_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;
BOS_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;
BOS_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;
BOS_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
BOS_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;
BRA_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;x;;;;
BRA_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;x;;;;
BRA_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;x;;;;
BRA_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;x;;;;
BRA_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;x;;;;
BRA_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;x;;;;
BRA_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;x;;;;
BRA_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;x;;;;
