;;;;;;;;;;x
CSA_fascist_dictatorship;Confederate States of America;x
CSA_prussian_constitutionalism;Dixie Kingdom;x
CSA_democracy;Confederate States of America;x
CAN;Canada;x
CAN_ADJ;Canadian;x
TEX;Texas;x
TEX_ADJ;Texan;x
CAL;Californian Republic;x
CAL_ADJ;Californian;x
CAL_absolute_monarchy;Kingdom of California;x
CAL_hms_government;Kingdom of California;x
COL;Columbia;x
COL_ADJ;Columbian;x
NEN;New England;x
NEN_ADJ;New English;x
MEX;Mexico;x
MEX_ADJ;Mexican;x
MEX_absolute_monarchy;Empire of Mexico;x
MEX_prussian_constitutionalism;Empire of Mexico;x
MEX_hms_government;Empire of Mexico;x
CUB;Cuba;x
CUB_ADJ;Cuban;x
DOM;Dominican Republic;x
DOM_ADJ;Dominican;x
DOM_absolute_monarchy;Santo Domingo;x
DOM_hms_government;Santo Domingo;x
HAI;Haiti;x
HAI_ADJ;Haitian;x
UCA;United States of Central America;x
UCA_ADJ;Central American;x
PNM;Panama;x
PNM_ADJ;Panamanian;x
HON;Honduras;x
HON_ADJ;Honduran;x
ELS;El Salvador;x
ELS_ADJ;El Salvadorian;x
GUA;Guatemala;x
GUA_ADJ;Guatemalan;x
NIC;Nicaragua;x
NIC_ADJ;Nicaraguan;x
COS;Costa Rica;x
COS_ADJ;Costa Rican;x
DES;Deseret;x
DES_ADJ;Mormon;x
QUE;Québec;x
QUE_ADJ;Québécois;x
MTC;Metis Confederacy;x
MTC_ADJ;Métis;x
VNZ;Venezuela;x
VNZ_ADJ;Venezuelan;x
BRZ;Brazil;x
BRZ_ADJ;Brazilian;x
URU;Uruguay;x
URU_ADJ;Uruguayan;x
PRG;Paraguay;x
PRG_ADJ;Paraguayan;x
ARG;Argentina;x
ARG_ADJ;Argentinian;x
CHL;Chile;x
CHL_ADJ;Chilean;x
PEU;Peru;x
PEU_ADJ;Peruvian;x
BOL;Bolivia;x
BOL_ADJ;Bolivian;x
CLM;Colombia;x
CLM_ADJ;Colombian;x
ATJ;Aceh;x
ATJ_ADJ;Acehnese;x
HDJ;Hedjaz;x
HDJ_ADJ;Hedjazi;x
ECU;Ecuador;x
ECU_ADJ;Ecuadorian;x
TUN;Tunis;x
TUN_ADJ;Tunisian;x
NAL;Natalia;x
NAL_ADJ;Natalian;x
ORA;Oranje;x
ORA_ADJ;Oranjean;x
TRN;Transvaal;x
TRN_ADJ;Transvaali;x
LUA;Luang Prabang;x
LUA_ADJ;Luang Prabangi;x
WIA;Wiang Chhan;x
WIA_ADJ;Vientiane;x
NEW;Newfoundland;x
NEW_ADJ;Newfoundlander;x
ZAN;Zanzibar;x
ZAN_ADJ;Zanzibari;x
NAS;Nassau;x
NAS_ADJ;Nassauan;x
ANH;Anhalt;x
ANH_ADJ;Anhaltian;x
WEI;Saxe-Weimar;x
WEI_ADJ;Saxon;x
MEI;Saxe-Meiningen;x
MEI_ADJ;Saxon;x
MAN;Manhattan Commune;x
MAN_ADJ;Manhattanite;x
CRE;Crete;x
CRE_ADJ;Cretian;x
ION;Ionian Islands;x
ION_ADJ;Ionian;x
TRE;Trieste;x
TRE_ADJ;Triestian;x
ARM;Armenia;x
ARM_ADJ;Armenian;x
GEO;Georgia;x
GEO_ADJ;Georgian;x
CHE;Cherokee;x
CHE_ADJ;Cherokee;x
MUG;Mughalistan;x
MUG_ADJ;Mughal;x
LUC;Lucca;x
LUC_ADJ;Luccan;x
KUK;Austria-Hungary;x
KUK_ADJ;Austro-Hungarian;x
ICL;Iceland;x
ICL_ADJ;Icelandic;x
ISR;Israel;x
ISR_ADJ;Israeli;x
BYZ;Byzantine Empire;x
BYZ_ADJ;Byzantine;x
BYZ_absolute_monarchy;Byzantine Empire;x
BYZ_proletarian_dictatorship;Union of Red Themes;x
BAB;Babylon;x
BAB_ADJ;Babylonian;x
RHO;Southern Rhodesia;x
RHO_ADJ;Rhodesian;x
RHO_proletarian_dictatorship;Zimbabwe;x
RHO_absolute_monarchy;Southern Rhodesia;x
RHO_hms_government;Southern Rhodesia;x
CNG;Congo;x
CNG_ADJ;Congolese;x
CNG_absolute_monarchy;Congo Free State;x
CNG_presidential_dictatorship;Zaire;x
CNG_hms_government;Congo;x
CNG_democracy;Zaire;x
GEL;Geledi;x
GEL_ADJ;Geledi;x
MAJ;Majeerteen;x
MAJ_ADJ;Majeertani;x
ISQ;Isaaq Sultanate;x
ISQ_ADJ;Isaaqi;x
