;;;;;;;;;;x
maasai;Maasai;x
nuer;Nuer;x
nuba;Nuba;x
oromo;Oromo;x
ruanda;Ruanda;x
rundi;Rundi;x
sidama;Sidama;x
somali;Somali;x
sudanese;Sudanese;x
sukuma;Sukuma;x
swahili;Swahili;x
tigray;Tigray;x
unyamwezi;Unyamwezi;x
southern_african;Southern African;x
chewa;Chewa;x
herero;Herero;x
khoisan;Khoisan;x
lomwe;Lomwe;x
makua;Makua;x
malagasy;Malagasy;x
nguni;Nguni;x
ovimbundu;Ovimbundu;x
sena;Sena;x
shona;Shona;x
sotho;Sotho;x
tonga;Tonga;x
tswana;Tswana;x
xhosa;Xhosa;x
yao;Yao;Yao;x
zulu;Zulu;x
